SessionID,MachineID,GitCommit,EntryTimestamp,ProjectVariant,NumProcesses,MakeLogFile,BuildSucceeded,BuildMessage,RunLogFile,RunCommandSucceeded,RunEnvironmentWarning,RunMessage,ParseSucceeded,ParseMessage,OverallStatusSymbol,OverallStatusMessage,ExecutionTime_ms,OutputShape,OutputFirst5Values
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:55-04:00","V1 Serial",1,"script1_session_20250515_151055_nixos/make_v1_serial_np1.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v1_serial_np1.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:55-04:00","V2 2.1-broadcast-all",1,"script1_session_20250515_151055_nixos/make_v2_2_1_broadcast_all_np1.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v2_2_1_broadcast_all_np1.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:55-04:00","V2 2.1-broadcast-all",2,"script1_session_20250515_151055_nixos/make_v2_2_1_broadcast_all_np2.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v2_2_1_broadcast_all_np2.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:55-04:00","V2 2.1-broadcast-all",4,"script1_session_20250515_151055_nixos/make_v2_2_1_broadcast_all_np4.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v2_2_1_broadcast_all_np4.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:55-04:00","V2 2.2-scatter-halo",1,"script1_session_20250515_151055_nixos/make_v2_2_2_scatter_halo_np1.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v2_2_2_scatter_halo_np1.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:55-04:00","V2 2.2-scatter-halo",2,"script1_session_20250515_151055_nixos/make_v2_2_2_scatter_halo_np2.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v2_2_2_scatter_halo_np2.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:55-04:00","V2 2.2-scatter-halo",4,"script1_session_20250515_151055_nixos/make_v2_2_2_scatter_halo_np4.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v2_2_2_scatter_halo_np4.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:55-04:00","V3 CUDA Only",1,"script1_session_20250515_151055_nixos/make_v3_cuda_np1.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v3_cuda_np1.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:55-04:00","V4 MPI+CUDA",1,"script1_session_20250515_151055_nixos/make_v4_mpi_cuda_np1.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v4_mpi_cuda_np1.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:56-04:00","V4 MPI+CUDA",2,"script1_session_20250515_151055_nixos/make_v4_mpi_cuda_np2.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v4_mpi_cuda_np2.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
"script1_session_20250515_151055_nixos","nixos","9efd002","2025-05-15T15:10:56-04:00","V4 MPI+CUDA",4,"script1_session_20250515_151055_nixos/make_v4_mpi_cuda_np4.log",false,"Build failed (exit 2)","script1_session_20250515_151055_nixos/run_v4_mpi_cuda_np4.log",false,false,"Skipped (build failed)",false,"Skipped (build failed)","✘","Build failed (exit 2)","","–","–"
