path,size_bytes,mime,ext
logs/fullsuite_20250509_124616_nixos/run_v2_2.2_scatter_halo_np2.log,315,text/plain,.log
logs/fullsuite_20250509_124616_nixos/run_v2_2.1_broadcast_all_np1.log,99,text/plain,.log
logs/fullsuite_20250509_124616_nixos/make_v2_2.1_broadcast_all_np1.log,1053,text/plain,.log
logs/fullsuite_20250509_124616_nixos/run_v3_np1.log,162,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np2.log,494,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np2.log,534,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np4.log,99,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np4.log,494,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np2.log,194,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np4.log,534,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np2.log,99,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v4.log,5113,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np1.log,99,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v3.log,405,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v1_np1.log,891,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np1.log,196,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np4.log,215,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v1.log,353,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np1.log,494,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np2.log,215,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np1.log,99,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np1.log,534,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v3_np1.log,162,text/plain,.log
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np4.log,195,text/plain,.log
