SessionID,MachineID,GitCommit,EntryTimestamp,ProjectVariant,NumProcesses,MakeLogFile,BuildSucceeded,BuildMessage,RunLogFile,RunCommandSucceeded,RunEnvironmentWarning,RunMessage,ParseSucceeded,ParseMessage,OverallStatusSymbol,OverallStatusMessage,ExecutionTime_ms,OutputShape,OutputFirst5Values
"script0_session_20250515_145623_nixos","nixos","9efd002","2025-05-15T14:56:26-04:00","V1 Serial",1,"script0_session_20250515_145623_nixos/make_v1_serial_np1.log",true,"Build OK","script0_session_20250515_145623_nixos/run_v1_serial_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔ OK","727","227x227x3","0.0631742 0.0763814 0.0704077 0.074077 0.0903014"
"script0_session_20250515_145623_nixos","nixos","9efd002","2025-05-15T14:56:30-04:00","V2 2.1-broadcast-all",1,"script0_session_20250515_145623_nixos/make_v2_2_1_broadcast_all_np1.log",true,"Build OK","script0_session_20250515_145623_nixos/run_v2_2_1_broadcast_all_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔ OK","702.985","13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"script0_session_20250515_145623_nixos","nixos","9efd002","2025-05-15T14:56:35-04:00","V2 2.1-broadcast-all",2,"script0_session_20250515_145623_nixos/make_v2_2_1_broadcast_all_np2.log",true,"Build OK","script0_session_20250515_145623_nixos/run_v2_2_1_broadcast_all_np2.log",true,false,"Run OK",true,"Parse OK","✔","✔ OK","759.527","13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"script0_session_20250515_145623_nixos","nixos","9efd002","2025-05-15T14:56:39-04:00","V2 2.1-broadcast-all",4,"script0_session_20250515_145623_nixos/make_v2_2_1_broadcast_all_np4.log",true,"Build OK","script0_session_20250515_145623_nixos/run_v2_2_1_broadcast_all_np4.log",true,false,"Run OK",true,"Parse OK","✔","✔ OK","811.073","13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"script0_session_20250515_145623_nixos","nixos","9efd002","2025-05-15T14:56:44-04:00","V2 2.2-scatter-halo",1,"script0_session_20250515_145623_nixos/make_v2_2_2_scatter_halo_np1.log",true,"Build OK","script0_session_20250515_145623_nixos/run_v2_2_2_scatter_halo_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔ OK","736.623","13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"script0_session_20250515_145623_nixos","nixos","9efd002","2025-05-15T14:56:48-04:00","V2 2.2-scatter-halo",2,"script0_session_20250515_145623_nixos/make_v2_2_2_scatter_halo_np2.log",true,"Build OK","script0_session_20250515_145623_nixos/run_v2_2_2_scatter_halo_np2.log",true,false,"Run OK",true,"Parse OK","✔","✔ OK","491.657","13x13x256","29.2981 28.7552 28.2351 28.2351 28.2351"
"script0_session_20250515_145623_nixos","nixos","9efd002","2025-05-15T14:56:53-04:00","V2 2.2-scatter-halo",4,"script0_session_20250515_145623_nixos/make_v2_2_2_scatter_halo_np4.log",true,"Build OK","script0_session_20250515_145623_nixos/run_v2_2_2_scatter_halo_np4.log",true,false,"Run OK",true,"Parse OK","✔","✔ OK","266.274","13x13x256","29.2981 28.7552 28.2351 28.2351 28.2351"
