SessionID,MachineID,GitCommit,EntryTimestamp,ProjectVariant,NumProcesses,MakeLogFile,BuildSucceeded,BuildMessage,RunLogFile,RunCommandSucceeded,RunEnvironmentWarning,RunMessage,ParseSucceeded,ParseMessage,OverallStatusSymbol,OverallStatusMessage,ExecutionTime_ms,OutputShape,OutputFirst5Values
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:51:36-04:00","V1 Serial",1,"run_20250508_185132_nixos/make_v1.log",true,"Build OK","run_20250508_185132_nixos/run_v1_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",1105,"13x13x256","0.06096 0.0677879 0.0703254 0.0726062 0.0449567"
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:51:43-04:00","V2 2.1-broadcast-all",1,"run_20250508_185132_nixos/make_v2_2.1_broadcast_all_np1.log",true,"Build OK","run_20250508_185132_nixos/run_v2_2.1_broadcast_all_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",1738.59,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:51:49-04:00","V2 2.1-broadcast-all",2,"run_20250508_185132_nixos/make_v2_2.1_broadcast_all_np2.log",true,"Build OK","run_20250508_185132_nixos/run_v2_2.1_broadcast_all_np2.log",true,false,"Run OK",true,"Parse OK","✔","✔",1077.77,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:51:53-04:00","V2 2.1-broadcast-all",4,"run_20250508_185132_nixos/make_v2_2.1_broadcast_all_np4.log",true,"Build OK","run_20250508_185132_nixos/run_v2_2.1_broadcast_all_np4.log",true,false,"Run OK",true,"Parse OK","✔","✔",1081.02,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:51:57-04:00","V2 2.2-scatter-halo",1,"run_20250508_185132_nixos/make_v2_2.2_scatter_halo_np1.log",true,"Build OK","run_20250508_185132_nixos/run_v2_2.2_scatter_halo_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",1019.12,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:52:02-04:00","V2 2.2-scatter-halo",2,"run_20250508_185132_nixos/make_v2_2.2_scatter_halo_np2.log",true,"Build OK","run_20250508_185132_nixos/run_v2_2.2_scatter_halo_np2.log",true,false,"Run OK",true,"Parse OK","✔","✔",712.056,"13x13x256","29.2981 28.7552 28.2351 28.2351 28.2351"
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:52:08-04:00","V2 2.2-scatter-halo",4,"run_20250508_185132_nixos/make_v2_2.2_scatter_halo_np4.log",true,"Build OK","run_20250508_185132_nixos/run_v2_2.2_scatter_halo_np4.log",true,false,"Run OK",true,"Parse OK","✔","✔",407.714,"13x13x256","29.2981 28.7552 28.2351 28.2351 28.2351"
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:52:13-04:00","V3 CUDA",1,"run_20250508_185132_nixos/make_v3.log",true,"Build OK","run_20250508_185132_nixos/run_v3_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",232.008,"13x13x256","29.2932 25.9153 23.3255 23.3255 23.3255"
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:52:26-04:00","V4 MPI+CUDA",1,"run_20250508_185132_nixos/make_v4.log",true,"Build OK","run_20250508_185132_nixos/run_v4_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",269.202,"13x13x256","29.2932 25.9153 23.3255 23.3255 23.3255"
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:52:28-04:00","V4 MPI+CUDA",2,"run_20250508_185132_nixos/make_v4.log",true,"Build OK","run_20250508_185132_nixos/run_v4_np2.log",true,false,"Run OK",true,"Parse OK","✔","✔",340.525,"8x13x256","29.2932 25.9153 23.3255 23.3255 23.3255"
"run_20250508_185132_nixos","nixos","d455c7e","2025-05-08T18:52:30-04:00","V4 MPI+CUDA",4,"run_20250508_185132_nixos/make_v4.log",true,"Build OK","run_20250508_185132_nixos/run_v4_np4.log",true,false,"Run OK",true,"Parse OK","✔","✔",400.781,"4x13x256","29.2932 25.9153 23.3255 23.3255 23.3255"
