SessionID,MachineID,GitCommit,EntryTimestamp,ProjectVariant,NumProcesses,MakeLogFile,BuildSucceeded,BuildMessage,RunLogFile,RunCommandSucceeded,RunEnvironmentWarning,RunMessage,ParseSucceeded,ParseMessage,OverallStatusSymbol,OverallStatusMessage,ExecutionTime_ms,OutputShape,OutputFirst5Values
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:18-04:00","V1 Serial",1,"run_20250509_115115_nixos/make_v1.log",true,"Build OK","run_20250509_115115_nixos/run_v1_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",921,"13x13x256","0.0608391 0.0440143 0.087399 0.0655497 0.089205"
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:22-04:00","V2 2.1-broadcast-all",1,"run_20250509_115115_nixos/make_v2_2.1_broadcast_all_np1.log",true,"Build OK","run_20250509_115115_nixos/run_v2_2.1_broadcast_all_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",736.225,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:26-04:00","V2 2.1-broadcast-all",2,"run_20250509_115115_nixos/make_v2_2.1_broadcast_all_np2.log",true,"Build OK","run_20250509_115115_nixos/run_v2_2.1_broadcast_all_np2.log",true,false,"Run OK",true,"Parse OK","✔","✔",790.668,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:29-04:00","V2 2.1-broadcast-all",4,"run_20250509_115115_nixos/make_v2_2.1_broadcast_all_np4.log",true,"Build OK","run_20250509_115115_nixos/run_v2_2.1_broadcast_all_np4.log",true,false,"Run OK",true,"Parse OK","✔","✔",794.696,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:33-04:00","V2 2.2-scatter-halo",1,"run_20250509_115115_nixos/make_v2_2.2_scatter_halo_np1.log",true,"Build OK","run_20250509_115115_nixos/run_v2_2.2_scatter_halo_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",718.764,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:37-04:00","V2 2.2-scatter-halo",2,"run_20250509_115115_nixos/make_v2_2.2_scatter_halo_np2.log",true,"Build OK","run_20250509_115115_nixos/run_v2_2.2_scatter_halo_np2.log",true,false,"Run OK",true,"Parse OK","✔","✔",491.492,"13x13x256","29.2981 28.7552 28.2351 28.2351 28.2351"
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:40-04:00","V2 2.2-scatter-halo",4,"run_20250509_115115_nixos/make_v2_2.2_scatter_halo_np4.log",true,"Build OK","run_20250509_115115_nixos/run_v2_2.2_scatter_halo_np4.log",true,false,"Run OK",true,"Parse OK","✔","✔",308.855,"13x13x256","29.2981 28.7552 28.2351 28.2351 28.2351"
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:43-04:00","V3 CUDA",1,"run_20250509_115115_nixos/make_v3.log",true,"Build OK","run_20250509_115115_nixos/run_v3_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",475.507,"13x13x256","29.2932 25.9153 23.3255 23.3255 23.3255"
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:51-04:00","V4 MPI+CUDA",1,"run_20250509_115115_nixos/make_v4.log",true,"Build OK","run_20250509_115115_nixos/run_v4_np1.log",false,true,"Env/Config Warning",false,"Parse error (missing shape/sample)","⚠","⚠ (env issue)",,"–","–"
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:52-04:00","V4 MPI+CUDA",2,"run_20250509_115115_nixos/make_v4.log",true,"Build OK","run_20250509_115115_nixos/run_v4_np2.log",false,true,"Env/Config Warning",false,"Parse error (missing shape/sample)","⚠","⚠ (env issue)",,"~7x13x256 (split)","–"
"run_20250509_115115_nixos","nixos","2944996","2025-05-09T11:51:54-04:00","V4 MPI+CUDA",4,"run_20250509_115115_nixos/make_v4.log",true,"Build OK","run_20250509_115115_nixos/run_v4_np4.log",false,true,"Env/Config Warning",false,"Parse error (missing shape/sample)","⚠","⚠ (env issue)",,"~4x13x256 (split)","–"
