SessionID,MachineID,GitCommit,EntryTimestamp,ProjectVariant,NumProcesses,MakeLogFile,BuildSucceeded,BuildMessage,RunLogFile,RunCommandSucceeded,RunEnvironmentWarning,RunMessage,ParseSucceeded,ParseMessage,OverallStatusSymbol,OverallStatusMessage,ExecutionTime_ms,OutputShape,OutputFirst5Values
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:25:58-04:00","V1 Serial",1,"run_20250509_112555_DESKTOP-B5PMJB5/make_v1.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v1_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",676,"13x13x256","0.092887 0.0791675 0.0468376 0.0538084 0.055714"
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:26:00-04:00","V2 2.1-broadcast-all",1,"run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np1.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",702.338,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:26:03-04:00","V2 2.1-broadcast-all",2,"run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np2.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np2.log",true,false,"Run OK",true,"Parse OK","✔","✔",734.334,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:26:06-04:00","V2 2.1-broadcast-all",4,"run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np4.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np4.log",true,false,"Run OK",true,"Parse OK","✔","✔",819.466,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:26:06-04:00","V2 2.2-scatter-halo",1,"run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np1.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",507.508,"13x13x256","44.4152 42.4612 40.6967 40.6967 40.6967"
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:26:08-04:00","V2 2.2-scatter-halo",2,"run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np2.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np2.log",true,false,"Run OK",true,"Parse OK","✔","✔",332.396,"13x13x256","29.2981 28.7552 28.2351 28.2351 28.2351"
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:26:11-04:00","V2 2.2-scatter-halo",4,"run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np4.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np4.log",true,false,"Run OK",true,"Parse OK","✔","✔",203.644,"13x13x256","29.2981 28.7552 28.2351 28.2351 28.2351"
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:26:14-04:00","V3 CUDA",1,"run_20250509_112555_DESKTOP-B5PMJB5/make_v3.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v3_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",616.512,"13x13x256","29.2932 25.9153 23.3255 23.3255 23.3255"
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:26:22-04:00","V4 MPI+CUDA",1,"run_20250509_112555_DESKTOP-B5PMJB5/make_v4.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np1.log",true,false,"Run OK",true,"Parse OK","✔","✔",1563.81,"13x13x256","29.2932 25.9153 23.3255 23.3255 23.3255"
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:26:23-04:00","V4 MPI+CUDA",2,"run_20250509_112555_DESKTOP-B5PMJB5/make_v4.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np2.log",true,false,"Run OK",true,"Parse OK","✔","✔",524.64,"8x13x256","29.2932 25.9153 23.3255 23.3255 23.3255"
"run_20250509_112555_DESKTOP-B5PMJB5","DESKTOP-B5PMJB5","dc3ed0e","2025-05-09T11:26:24-04:00","V4 MPI+CUDA",4,"run_20250509_112555_DESKTOP-B5PMJB5/make_v4.log",true,"Build OK","run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np4.log",true,false,"Run OK",true,"Parse OK","✔","✔",528.941,"4x13x256","29.2932 25.9153 23.3255 23.3255 23.3255"
